iter	Logloss
421	0.2393987686
422	0.2393450147
423	0.2393019974
424	0.2392607971
425	0.2392015746
426	0.2391630623
427	0.2391433611
428	0.2391061331
429	0.2390548429
430	0.2390123369
431	0.2389921581
432	0.2389493608
433	0.2389380318
434	0.2389057666
435	0.2388803553
436	0.2388473142
437	0.2387961261
438	0.2387270808
439	0.2386948963
440	0.2386467311
441	0.2386251917
442	0.2385789768
443	0.2385441179
444	0.2385097948
445	0.2384779172
446	0.2384289978
447	0.2384148603
448	0.2383783076
449	0.2383452577
450	0.2383337869
451	0.2382753154
452	0.2382542737
453	0.2382162471
454	0.2381603417
455	0.2381024551
456	0.2380556006
457	0.2380313246
458	0.2380116726
459	0.237999246
460	0.2379779235
461	0.2379358941
462	0.2379114881
463	0.2378853335
464	0.2378562317
465	0.2378357015
466	0.2377895861
467	0.2377721571
468	0.2377669855
469	0.2377422659
470	0.2377155658
471	0.2376670054
472	0.237635956
473	0.2376141888
474	0.237555113
475	0.2375346646
476	0.237514485
477	0.2374879024
478	0.2374525987
479	0.2374162153
480	0.2373774339
481	0.2373590283
482	0.2373207302
483	0.2372963902
484	0.2372672116
485	0.2372329546
486	0.237190493
487	0.2371852481
488	0.237157207
489	0.2371396671
490	0.2370957342
491	0.2369842009
492	0.236917622
493	0.2368915162
494	0.2368500363
495	0.2368098145
496	0.2367324176
497	0.2366918262
498	0.2366328625
499	0.2365995304
500	0.23655612
501	0.2365324688
502	0.236466004
503	0.2364456848
504	0.2364145431
505	0.2363628668
506	0.2363574496
507	0.2362989525
508	0.2362807384
509	0.2362567199
510	0.2362405798
511	0.2361723737
512	0.2361319467
513	0.2360845096
514	0.2360563456
515	0.236034854
516	0.2360304467
517	0.2359573145
518	0.2359253237
519	0.2358937382
520	0.2358612924
521	0.2358020843
522	0.235775152
523	0.2357528784
524	0.2357291781
525	0.2357019881
526	0.2356568754
527	0.2356316559
528	0.2355724033
529	0.2355398255
530	0.2355144021
531	0.2355031065
532	0.2354555417
533	0.2354341289
534	0.2354176644
535	0.2353795403
536	0.2353173514
537	0.235289731
538	0.2352125437
539	0.2351534627
540	0.2351154055
541	0.2350787669
542	0.2350635753
543	0.2350303547
544	0.2349949619
545	0.2349686655
546	0.2349560981
547	0.2349400814
548	0.2349243881
549	0.2349076346
550	0.2348609375
551	0.2347810364
552	0.234733213
553	0.2347113055
554	0.2346647169
555	0.2345880959
556	0.2345680211
557	0.234532424
558	0.234504924
559	0.2344803995
560	0.2344587125
561	0.2344069034
562	0.2343699434
563	0.2343257221
564	0.2342961704
565	0.2342751743
566	0.2342509973
567	0.2342295978
568	0.23421014
569	0.2341849463
570	0.2341415098
571	0.2341208063
572	0.2340774209
573	0.2340318609
574	0.2339801002
575	0.2339314164
576	0.23389897
577	0.2338694431
578	0.2338267264
579	0.2337975217
580	0.2337658249
581	0.2337496214
582	0.2337258803
583	0.2337011712
584	0.233666954
585	0.2336078846
586	0.2335714585
587	0.2335670715
588	0.2335326597
589	0.2334773266
590	0.2334592552
591	0.2334175271
592	0.2334034162
593	0.233371098
594	0.2332809232
595	0.2332622537
596	0.2332306917
597	0.233189596
598	0.2331238345
599	0.2330877932
600	0.2330728158
601	0.2330646306
602	0.23303422
603	0.2330113581
604	0.2329901669
605	0.2329701935
606	0.2329430366
607	0.2328975817
608	0.232880135
609	0.2328710536
610	0.2328512357
611	0.2328204571
612	0.2327744151
613	0.2327523904
614	0.2327300998
615	0.23271661
616	0.232703891
617	0.2326792089
618	0.2325850351
619	0.2325257649
620	0.2324904085
621	0.2324663806
622	0.2324552344
623	0.2324154289
624	0.2323863735
625	0.232355499
626	0.2323417777
627	0.2323329004
628	0.2322887141
629	0.2322396472
630	0.232180796
631	0.2321608534
632	0.2321456839
633	0.2321261975
634	0.2320917328
635	0.2320790371
636	0.2320473204
637	0.231988813
638	0.231980593
639	0.2318869164
640	0.231839227
641	0.2318061863
642	0.2317712313
643	0.2317499844
644	0.2317304545
645	0.2317066496
646	0.2316478468
647	0.2316102627
648	0.2315596778
649	0.2315334635
650	0.231497697
651	0.2314393871
652	0.2314229798
653	0.23140309
654	0.2313656515
655	0.2313301541
656	0.2313003486
657	0.2312673536
658	0.2312571438
659	0.2312194218
660	0.2312011858
661	0.2311644265
662	0.2311395561
663	0.2311271667
664	0.2310915659
665	0.2310857086
666	0.2310613798
667	0.2310418146
668	0.2310077753
669	0.2309663344
670	0.2309535588
671	0.2309120432
672	0.2308889687
673	0.2308249753
674	0.2307578515
675	0.2306856307
676	0.2306441713
677	0.2306307541
678	0.2306122134
679	0.2305597282
680	0.2305316824
681	0.2304423757
682	0.2304119767
683	0.2303816869
684	0.2303648743
685	0.2303426355
686	0.2303093878
687	0.2302532766
688	0.2302311851
689	0.2301948046
690	0.2301289829
691	0.2300955092
692	0.2300365874
693	0.2299691245
694	0.2299442424
695	0.2299144438
696	0.2298773913
697	0.2298582865
698	0.2298407797
699	0.2298279892
700	0.2297777579
701	0.2297272183
702	0.229716319
703	0.2297005239
704	0.2296845997
705	0.2296443959
706	0.2296226945
707	0.2295657519
708	0.2295375235
709	0.2295091885
710	0.2294624563
711	0.2294143407
712	0.2293822091
713	0.2293439842
714	0.2292874087
715	0.2292774142
716	0.2292654587
717	0.2292481806
718	0.2292313059
719	0.2291746815
720	0.2291542547
721	0.2291309195
722	0.2291220408
723	0.2291061435
724	0.2290795553
725	0.2290558268
726	0.2290052871
727	0.2289780617
728	0.2289688247
729	0.2289374277
730	0.2288975731
731	0.2288576396
732	0.2287893057
733	0.2287524706
734	0.2287073569
735	0.228701696
736	0.22864485
737	0.2286048407
738	0.228554065
739	0.2285258939
740	0.2285110794
741	0.2284958872
742	0.2284622382
743	0.228382908
744	0.2283599865
745	0.2283143701
746	0.2282883063
747	0.2282458236
748	0.2282331612
749	0.2282156842
750	0.2281596198
751	0.2281212067
752	0.2280962639
753	0.2280453525
754	0.2280201501
755	0.2279905344
756	0.2279527411
757	0.2279074691
758	0.227882486
759	0.2278741919
760	0.2278506388
761	0.2278180735
762	0.2277572942
763	0.2277137399
764	0.227678139
765	0.2276302244
766	0.2275940639
767	0.2275716448
768	0.2275627049
769	0.2275222936
770	0.2274857877
771	0.227472713
772	0.2274152154
773	0.2273655061
774	0.2273087228
775	0.2272557822
776	0.2272301096
777	0.2272119715
778	0.227185652
779	0.2271453013
780	0.2271319158
781	0.2270793175
782	0.2270321969
783	0.2270124438
784	0.2269881257
785	0.2269565329
786	0.2269079885
787	0.2268717495
788	0.2268455637
789	0.2268232035
790	0.226808889
791	0.2267569336
792	0.2267021902
793	0.2266722344
794	0.2266312674
795	0.2266007801
796	0.2265846347
797	0.2265516798
798	0.2265177695
799	0.2265000331
800	0.2264844586
801	0.2264550358
802	0.2264395423
803	0.226411571
804	0.2263630298
805	0.2263372296
806	0.2262871006
807	0.2262501317
808	0.226199762
809	0.2261588562
810	0.2261264847
811	0.2260699956
812	0.226053075
813	0.2260172152
814	0.225955585
815	0.2259058458
816	0.225839525
817	0.2257942146
818	0.2257566695
819	0.2257101988
820	0.2256464572
821	0.2256191433
822	0.2256007136
823	0.225577576
824	0.2255474188
825	0.2255145438
826	0.2254371473
827	0.2253829498
828	0.2253419694
829	0.2253147686
830	0.2252426346
831	0.2252257551
832	0.2252132597
833	0.2251716318
834	0.2251239702
835	0.2250858821
836	0.2250661529
837	0.225043013
838	0.2250088577
839	0.2249698458
840	0.2249247802
841	0.224904765
842	0.2248715268
843	0.2248645737
844	0.2248082578
845	0.2247757444
846	0.2247148049
847	0.2246712653
848	0.2246442137
849	0.2246103266
850	0.2245659183
851	0.2245006902
852	0.2244607476
853	0.2244252472
854	0.2243759233
855	0.2243589126
856	0.2243181546
857	0.2242830889
858	0.2242527737
859	0.2241885947
860	0.2241556889
861	0.2241322081
862	0.2240479825
863	0.2240371719
864	0.2240076309
865	0.2239795257
866	0.2239624898
867	0.2239425887
868	0.2239014877
869	0.2238779082
870	0.2238389252
871	0.2238194103
872	0.2237758608
873	0.2237504628
874	0.2236565546
875	0.223609197
876	0.2235694802
877	0.2235117027
878	0.2235038949
879	0.2234794432
880	0.2234530018
881	0.2234141059
882	0.2233904546
883	0.2233797751
884	0.22333262
885	0.2233215914
886	0.2232665324
887	0.2232441185
888	0.2232353586
889	0.2232023429
890	0.2231667251
891	0.2231261991
892	0.2230562318
893	0.2230214771
894	0.2230065062
895	0.2229681622
896	0.2229232652
897	0.2229019704
898	0.2228730286
899	0.2228515478
900	0.2227874132
901	0.2227514726
902	0.2227295637
903	0.2226764527
904	0.2226617288
905	0.2226151264
906	0.222588065
907	0.2225723048
908	0.2225416597
909	0.2225175405
910	0.222502582
911	0.2224728695
912	0.2224455754
913	0.222430483
914	0.2224040816
915	0.2223817954
916	0.222340205
917	0.2223270113
918	0.2222955474
919	0.2222264809
920	0.2222178154
921	0.2221650151
922	0.222144669
923	0.2221271946
924	0.2221121667
925	0.2220605414
926	0.2220357285
927	0.2219915372
928	0.2219713993
929	0.2219366596
930	0.2218914574
931	0.2218624427
932	0.2218205919
933	0.2217819024
934	0.2217459246
935	0.221686916
936	0.2216762308
937	0.2216212366
938	0.2216062037
939	0.221586926
940	0.2215573259
941	0.2215356094
942	0.2214991007
943	0.2214632088
944	0.2214382491
945	0.2214214149
946	0.2213894037
947	0.2213708897
948	0.2213079524
949	0.2212423151
950	0.2212250737
951	0.221191679
952	0.2211526578
953	0.2211221729
954	0.2210990404
955	0.2210871251
956	0.2210400936
957	0.2210141959
958	0.2209994061
959	0.2209846453
960	0.2209290272
961	0.2209210505
962	0.2208950818
963	0.2208889633
964	0.2208672798
965	0.2208435035
966	0.2208237245
967	0.2208021475
968	0.2207825699
969	0.2207732691
970	0.2207587436
971	0.2207361891
972	0.2207002568
973	0.2206846779
974	0.2206376445
975	0.2205856275
976	0.2205835362
977	0.2205539723
978	0.2205407303
979	0.2205210617
980	0.220506239
981	0.2204721745
982	0.2204572322
983	0.2204253491
984	0.2204114191
985	0.2203840312
986	0.2203536571
987	0.2203371918
988	0.2203246169
989	0.2202996365
990	0.2202840854
991	0.2202638588
992	0.2202344965
993	0.2201622274
994	0.2201093466
995	0.2200816629
996	0.2200617551
997	0.220042537
998	0.2200320201
999	0.2199708918
