iter	Passed	Remaining
132	3804	24801
133	3823	24709
134	3844	24634
135	3884	24680
136	3919	24691
137	3944	24640
138	3970	24594
139	4005	24606
140	4035	24584
141	4055	24506
142	4094	24539
143	4120	24492
144	4156	24506
145	4190	24510
146	4216	24464
147	4241	24414
148	4272	24401
149	4284	24277
150	4319	24284
151	4352	24282
152	4382	24261
153	4411	24235
154	4437	24192
155	4458	24123
156	4492	24121
157	4525	24114
158	4559	24114
159	4585	24073
160	4616	24055
161	4654	24079
162	4691	24090
163	4726	24092
164	4760	24090
165	4795	24093
166	4829	24089
167	4857	24054
168	4899	24089
169	4929	24069
170	4961	24052
171	4995	24048
172	5020	23999
173	5046	23956
174	5084	23970
175	5112	23935
176	5139	23894
177	5149	23779
178	5171	23719
179	5201	23697
180	5231	23671
181	5261	23650
182	5288	23610
183	5326	23619
184	5352	23579
185	5376	23528
186	5407	23511
187	5431	23458
188	5464	23448
189	5486	23389
190	5509	23337
191	5548	23351
192	5580	23332
193	5608	23303
194	5644	23300
195	5678	23295
196	5716	23302
197	5755	23311
198	5790	23307
199	5822	23289
200	5857	23283
201	5903	23323
202	5938	23314
203	5981	23338
204	6016	23334
205	6036	23268
206	6072	23263
207	6110	23268
208	6138	23231
209	6182	23257
210	6208	23216
211	6234	23175
212	6266	23154
213	6299	23138
214	6324	23091
215	6349	23047
216	6375	23005
217	6403	22971
218	6425	22916
219	6456	22891
220	6479	22839
221	6502	22789
222	6527	22743
223	6550	22693
224	6579	22661
225	6603	22614
226	6630	22580
227	6651	22521
228	6676	22479
229	6707	22455
230	6747	22461
231	6769	22408
232	6805	22402
233	6830	22360
234	6856	22320
235	6890	22305
236	6917	22268
237	6944	22234
238	6970	22194
239	6997	22159
240	7022	22115
241	7049	22080
242	7075	22041
243	7097	21991
244	7119	21940
245	7140	21887
246	7164	21841
247	7206	21852
248	7250	21869
249	7281	21844
250	7305	21800
251	7333	21768
252	7359	21729
253	7386	21694
254	7414	21661
255	7438	21616
256	7478	21621
257	7510	21599
258	7535	21559
259	7564	21529
260	7593	21501
261	7620	21466
262	7647	21430
263	7675	21398
264	7707	21377
265	7740	21359
266	7767	21323
267	7794	21288
268	7822	21258
269	7848	21219
270	7880	21199
271	7910	21171
272	7936	21136
273	7970	21119
274	7991	21069
275	8024	21048
276	8047	21004
277	8068	20955
278	8096	20923
279	8117	20873
280	8141	20831
281	8162	20782
282	8186	20741
283	8216	20714
284	8242	20677
285	8265	20635
286	8295	20608
287	8334	20603
288	8361	20572
289	8380	20518
290	8406	20482
291	8445	20477
292	8477	20454
293	8500	20413
294	8538	20405
295	8576	20398
296	8608	20375
297	8640	20353
298	8677	20343
299	8710	20324
300	8741	20299
301	8778	20290
302	8809	20264
303	8841	20242
304	8869	20211
305	8895	20175
306	8924	20144
307	8963	20139
308	8993	20112
309	9024	20087
310	9055	20060
311	9088	20041
312	9113	20003
313	9145	19980
314	9178	19959
315	9209	19933
316	9243	19916
317	9276	19895
318	9320	19896
319	9346	19861
320	9379	19839
321	9411	19816
322	9436	19779
323	9466	19750
324	9489	19709
325	9512	19666
326	9541	19637
327	9571	19610
328	9600	19579
329	9626	19544
330	9658	19521
331	9686	19489
332	9728	19485
333	9754	19449
334	9795	19445
335	9826	19419
336	9861	19400
337	9890	19371
338	9915	19333
339	9941	19299
340	9967	19263
341	9998	19237
342	10030	19212
343	10055	19174
344	10079	19135
345	10110	19110
346	10138	19079
347	10164	19043
348	10190	19007
349	10218	18976
350	10243	18939
351	10270	18907
352	10300	18879
353	10327	18846
354	10364	18830
355	10391	18798
356	10430	18786
357	10458	18755
358	10483	18719
359	10509	18684
360	10535	18647
361	10569	18628
362	10593	18589
363	10615	18548
364	10646	18521
365	10668	18480
366	10697	18451
367	10725	18419
368	10758	18396
369	10784	18362
370	10819	18343
371	10845	18308
372	10869	18271
373	10894	18235
374	10923	18205
375	10955	18181
376	10984	18152
377	11008	18113
378	11033	18078
379	11067	18056
380	11111	18052
381	11162	18059
382	11199	18042
383	11237	18026
384	11276	18012
385	11307	17986
386	11350	17978
387	11388	17962
388	11425	17946
389	11470	17941
390	11500	17913
391	11518	17865
392	11560	17854
393	11594	17832
394	11627	17809
395	11675	17808
396	11718	17798
397	11754	17779
398	11789	17758
399	11831	17746
400	11861	17718
401	11908	17715
402	11949	17701
403	11976	17668
404	11998	17628
405	12023	17591
406	12050	17557
407	12073	17518
408	12101	17486
409	12140	17469
410	12175	17448
411	12207	17422
412	12239	17395
413	12271	17369
414	12317	17363
415	12348	17334
416	12374	17299
417	12409	17277
418	12434	17241
419	12466	17215
420	12498	17188
421	12524	17153
422	12551	17120
423	12577	17087
424	12601	17049
425	12637	17027
426	12672	17006
427	12697	16969
428	12744	16962
429	12778	16938
430	12804	16904
431	12844	16888
432	12874	16858
433	12906	16831
434	12932	16797
435	12961	16766
436	12985	16730
437	13010	16693
438	13034	16657
439	13063	16626
440	13095	16599
441	13126	16571
442	13155	16541
443	13208	16540
444	13240	16513
445	13279	16494
446	13317	16475
447	13356	16456
448	13392	16435
449	13426	16409
450	13458	16382
451	13485	16349
452	13541	16351
453	13573	16324
454	13608	16300
455	13642	16274
456	13678	16253
457	13716	16232
458	13750	16206
459	13799	16199
460	13839	16181
461	13873	16155
462	13915	16139
463	13957	16123
464	13998	16105
465	14034	16082
466	14073	16062
467	14129	16061
468	14162	16034
469	14197	16009
470	14226	15978
471	14261	15953
472	14296	15929
473	14346	15920
474	14388	15902
475	14416	15870
476	14454	15848
477	14478	15810
478	14521	15794
479	14557	15770
480	14595	15748
481	14634	15727
482	14670	15703
483	14707	15680
484	14761	15674
485	14801	15654
486	14827	15619
487	14868	15599
488	14912	15583
489	14949	15560
490	14981	15530
491	15034	15523
492	15078	15507
493	15122	15490
494	15150	15456
495	15184	15428
496	15233	15417
497	15271	15393
498	15310	15371
499	15350	15350
500	15386	15325
501	15419	15296
502	15448	15264
503	15511	15265
504	15547	15239
505	15580	15211
506	15635	15203
507	15680	15186
508	15715	15160
509	15743	15126
510	15783	15104
511	15820	15078
512	15876	15071
513	15910	15043
514	15950	15021
515	16060	15064
516	16132	15071
517	16191	15065
518	16262	15071
519	16323	15067
520	16370	15050
521	16414	15030
522	16445	14999
523	16477	14967
524	16517	14944
525	16554	14917
526	16596	14895
527	16632	14868
528	16669	14841
529	16698	14808
530	16734	14780
531	16788	14768
532	16835	14751
533	16880	14730
534	16915	14702
535	16958	14680
536	16994	14652
537	17043	14635
538	17091	14617
539	17124	14587
540	17160	14559
541	17200	14534
542	17243	14512
543	17295	14497
544	17333	14471
545	17372	14445
546	17404	14413
547	17451	14394
548	17481	14361
549	17519	14334
550	17556	14306
551	17587	14274
552	17631	14251
553	17674	14228
554	17705	14196
555	17743	14169
556	17791	14149
557	17825	14120
558	17856	14087
559	17890	14056
560	17921	14023
561	17963	13999
562	17996	13968
563	18027	13935
564	18063	13907
565	18093	13873
566	18121	13839
567	18164	13815
568	18220	13801
569	18269	13782
570	18302	13751
571	18338	13721
572	18387	13702
573	18424	13673
574	18457	13642
575	18490	13610
576	18531	13585
577	18572	13559
578	18619	13538
579	18652	13507
580	18698	13484
581	18748	13465
582	18787	13438
583	18848	13426
584	18882	13395
585	18916	13364
586	18951	13334
587	18995	13309
588	19026	13276
589	19065	13248
590	19104	13221
591	19167	13209
592	19198	13176
593	19229	13143
594	19260	13109
595	19298	13081
596	19337	13053
597	19370	13021
598	19417	12999
599	19456	12971
600	19511	12953
601	19547	12923
602	19582	12892
603	19616	12861
604	19645	12826
605	19699	12807
606	19746	12785
607	19780	12753
608	19824	12728
609	19858	12696
610	19891	12664
611	19927	12633
612	19955	12598
613	19993	12568
614	20027	12537
615	20059	12504
616	20088	12469
617	20115	12433
618	20143	12398
619	20169	12361
620	20199	12327
621	20230	12294
622	20257	12258
623	20291	12226
624	20323	12194
625	20348	12156
626	20387	12128
627	20412	12091
628	20436	12053
629	20464	12018
630	20501	11988
631	20528	11953
632	20559	11919
633	20583	11882
634	20611	11847
635	20638	11811
636	20679	11784
637	20720	11756
638	20748	11721
639	20774	11685
640	20799	11648
641	20827	11614
642	20868	11586
643	20896	11551
644	20919	11514
645	20950	11480
646	20982	11447
647	21008	11411
648	21033	11375
649	21064	11342
650	21091	11307
651	21116	11270
652	21141	11234
653	21185	11208
654	21221	11177
655	21253	11145
656	21277	11108
657	21304	11073
658	21329	11037
659	21356	11001
660	21384	10966
661	21419	10936
662	21453	10904
663	21493	10875
664	21520	10840
665	21553	10809
666	21586	10777
667	21621	10746
668	21665	10719
669	21695	10685
670	21720	10649
671	21755	10618
672	21797	10590
673	21832	10559
674	21876	10533
675	21908	10500
676	21934	10465
677	21965	10432
678	21999	10400
679	22028	10366
680	22071	10338
681	22095	10302
682	22126	10269
683	22152	10234
684	22179	10199
685	22203	10163
686	22240	10132
687	22265	10097
688	22304	10067
689	22347	10040
690	22384	10009
691	22410	9974
692	22449	9945
693	22479	9911
694	22509	9878
695	22544	9846
696	22573	9813
697	22611	9783
698	22633	9746
699	22663	9713
700	22691	9678
701	22723	9646
702	22746	9609
703	22769	9573
704	22791	9536
705	22829	9506
706	22855	9471
707	22880	9436
708	22907	9402
709	22954	9375
710	22995	9346
711	23018	9310
712	23041	9274
713	23070	9241
714	23097	9206
715	23129	9174
716	23161	9141
717	23188	9107
718	23216	9073
719	23262	9046
720	23296	9014
721	23326	8981
722	23368	8953
723	23394	8918
724	23418	8882
725	23441	8847
726	23473	8814
727	23511	8784
728	23540	8751
729	23573	8719
730	23601	8685
731	23637	8653
732	23662	8619
733	23723	8597
734	23761	8566
735	23799	8536
736	23836	8506
737	23878	8477
738	23932	8452
739	23985	8427
740	24031	8399
741	24065	8367
742	24105	8337
743	24154	8311
744	24190	8279
745	24242	8254
746	24287	8225
747	24331	8197
748	24377	8169
749	24422	8140
750	24470	8113
751	24514	8084
752	24547	8052
753	24583	8020
754	24619	7989
755	24660	7959
756	24695	7927
757	24739	7898
758	24768	7864
759	24806	7833
760	24841	7801
761	24893	7775
762	24947	7749
763	24992	7720
764	25023	7686
765	25072	7659
766	25124	7632
767	25166	7602
768	25192	7567
769	25241	7539
770	25280	7508
771	25326	7479
772	25360	7447
773	25394	7414
774	25418	7379
775	25474	7353
776	25512	7322
777	25556	7292
778	25600	7262
779	25638	7231
780	25686	7202
781	25745	7177
782	25764	7140
783	25807	7110
784	25844	7078
785	25874	7044
786	25909	7012
787	25951	6981
788	25990	6950
789	26035	6920
790	26069	6888
791	26110	6857
792	26144	6824
793	26177	6791
794	26227	6763
795	26259	6729
796	26293	6697
797	26331	6665
798	26363	6632
799	26405	6601
800	26447	6570
801	26480	6537
802	26538	6510
803	26575	6478
804	26621	6448
805	26662	6417
806	26709	6387
807	26747	6355
808	26777	6321
809	26830	6293
810	26869	6261
811	26908	6229
812	26944	6197
813	26984	6165
814	27021	6133
815	27066	6103
816	27098	6069
817	27136	6037
818	27184	6007
819	27214	5974
820	27246	5940
821	27302	5912
822	27343	5880
823	27395	5851
824	27428	5818
825	27460	5784
826	27491	5751
827	27548	5722
828	27594	5691
829	27633	5659
830	27675	5628
831	27718	5597
832	27762	5565
833	27797	5532
834	27842	5501
835	27880	5469
836	27913	5436
837	27950	5403
838	27981	5369
839	28020	5337
840	28052	5303
841	28086	5270
842	28116	5236
843	28145	5202
844	28175	5168
845	28213	5135
846	28253	5103
847	28298	5072
848	28345	5041
849	28385	5009
850	28418	4975
851	28455	4943
852	28493	4910
853	28526	4876
854	28558	4843
855	28592	4810
856	28626	4776
857	28661	4743
858	28695	4710
859	28740	4678
860	28783	4646
861	28835	4616
862	28870	4583
863	28898	4548
864	28931	4515
865	28965	4481
866	29002	4449
867	29040	4416
868	29079	4383
869	29115	4350
870	29157	4318
871	29199	4286
872	29240	4253
873	29279	4221
874	29309	4187
875	29350	4154
876	29403	4123
877	29445	4091
878	29473	4057
879	29513	4024
880	29569	3994
881	29612	3961
882	29651	3928
883	29692	3896
884	29734	3863
885	29767	3830
886	29807	3797
887	29841	3763
888	29902	3733
889	29935	3699
890	29982	3667
891	30015	3634
892	30053	3601
893	30089	3567
894	30121	3533
895	30171	3502
896	30202	3468
897	30240	3434
898	30278	3401
899	30324	3369
900	30370	3337
901	30412	3304
902	30448	3270
903	30493	3238
904	30529	3204
905	30563	3171
906	30602	3137
907	30636	3104
908	30688	3072
909	30732	3039
910	30769	3006
911	30826	2974
912	30882	2942
913	30922	2909
914	30955	2875
915	30989	2841
916	31013	2807
917	31055	2774
918	31095	2740
919	31127	2706
920	31165	2673
921	31209	2640
922	31245	2606
923	31289	2573
924	31342	2541
925	31375	2507
926	31429	2475
927	31469	2441
928	31510	2408
929	31562	2375
930	31598	2341
931	31635	2308
932	31676	2274
933	31705	2240
934	31747	2207
935	31785	2173
936	31818	2139
937	31848	2105
938	31877	2070
939	31921	2037
940	31974	2004
941	32010	1970
942	32040	1936
943	32091	1903
944	32122	1869
945	32146	1835
946	32181	1801
947	32219	1767
948	32257	1733
949	32309	1700
950	32346	1666
951	32381	1632
952	32435	1599
953	32475	1565
954	32506	1531
955	32547	1498
956	32593	1464
957	32622	1430
958	32654	1396
959	32695	1362
960	32738	1328
961	32765	1294
962	32789	1259
963	32846	1226
964	32884	1192
965	32918	1158
966	32955	1124
967	33010	1091
968	33051	1057
969	33097	1023
970	33130	989
971	33176	955
972	33217	921
973	33266	888
974	33304	853
975	33334	819
976	33367	785
977	33414	751
978	33452	717
979	33519	684
980	33592	650
981	33647	616
982	33727	583
983	33804	549
984	33845	515
985	33892	481
986	33932	446
987	33972	412
988	34026	378
989	34061	344
990	34089	309
991	34111	275
992	34150	240
993	34197	206
994	34227	171
995	34270	137
996	34307	103
997	34343	68
998	34383	34
999	34423	0
