iter	Logloss
428	0.2398074651
429	0.2397298189
430	0.2396938472
431	0.2396467985
432	0.2396291515
433	0.2395933782
434	0.2395760076
435	0.2395350111
436	0.2395120277
437	0.2394888507
438	0.2394532713
439	0.2394237147
440	0.2394078404
441	0.2393872875
442	0.2393732126
443	0.2393590065
444	0.2392915346
445	0.2392763703
446	0.2392529151
447	0.2392383393
448	0.2391928694
449	0.2391168279
450	0.2390844001
451	0.2390152021
452	0.2389860428
453	0.2389648571
454	0.2389449991
455	0.2389272513
456	0.2389064897
457	0.2388754002
458	0.2388536304
459	0.2388219981
460	0.2387846432
461	0.2387672268
462	0.2387021171
463	0.2386698982
464	0.2386222295
465	0.238598274
466	0.2385743509
467	0.2385377436
468	0.2384813134
469	0.2384588984
470	0.2383947644
471	0.2383800915
472	0.238326025
473	0.2383015956
474	0.2382424966
475	0.238229242
476	0.2382199337
477	0.238206576
478	0.238162899
479	0.2381565448
480	0.2381175961
481	0.2381049926
482	0.238040223
483	0.2380110343
484	0.2379648622
485	0.2379343198
486	0.2378914054
487	0.2378841365
488	0.2378356565
489	0.237768204
490	0.2377547102
491	0.2377514044
492	0.2377134266
493	0.2377047364
494	0.2376647213
495	0.2376024294
496	0.2375875913
497	0.2375517542
498	0.2375383997
499	0.2375125135
500	0.2374836507
501	0.2374559115
502	0.2374364616
503	0.2373982529
504	0.2373782628
505	0.2373551352
506	0.2372928714
507	0.2372687606
508	0.2371976108
509	0.2371770138
510	0.2371358612
511	0.2370951935
512	0.2370453596
513	0.2370061566
514	0.2369391894
515	0.2369153
516	0.2368686218
517	0.2368253239
518	0.2367849778
519	0.236728946
520	0.2367059036
521	0.2366986142
522	0.2366811527
523	0.2365972946
524	0.2365718641
525	0.2365466887
526	0.2365222818
527	0.2364976495
528	0.236444647
529	0.2364133463
530	0.2363896135
531	0.2363276321
532	0.2362734013
533	0.2362280863
534	0.2361785787
535	0.236144003
536	0.2361171899
537	0.2360755259
538	0.2360423921
539	0.2360225555
540	0.2360148429
541	0.236005376
542	0.2359718446
543	0.2359368861
544	0.2359134807
545	0.2359070616
546	0.2358873264
547	0.2358831894
548	0.2358216109
549	0.2357879955
550	0.2357485922
551	0.235728617
552	0.2357118
553	0.2356479863
554	0.235620241
555	0.2355653829
556	0.2355497091
557	0.2354792544
558	0.2354657301
559	0.2354245246
560	0.2353993401
561	0.2353592757
562	0.2353482795
563	0.2352733255
564	0.235239512
565	0.2352194134
566	0.2351650226
567	0.2351402449
568	0.235111076
569	0.2350679674
570	0.2350163791
571	0.2349831694
572	0.2349483655
573	0.2348962331
574	0.2348477033
575	0.2347841737
576	0.2347642445
577	0.234742166
578	0.234712847
579	0.2346830577
580	0.2346535755
581	0.2346291982
582	0.234597201
583	0.2345523914
584	0.2345040358
585	0.2344778627
586	0.2344437536
587	0.2344027653
588	0.2343658424
589	0.2343432179
590	0.2343260004
591	0.234306164
592	0.2342531584
593	0.2342009903
594	0.2341802747
595	0.2341562553
596	0.2340845849
597	0.2340632481
598	0.2340128545
599	0.2339963598
600	0.2339548467
601	0.2339225673
602	0.2338859255
603	0.2338574824
604	0.2338016872
605	0.2337599999
606	0.2337402592
607	0.2337140335
608	0.2336771082
609	0.2336179943
610	0.2336029327
611	0.2335812481
612	0.2335529736
613	0.2334972004
614	0.2334733436
615	0.2334439346
616	0.2334301059
617	0.2333936954
618	0.233333235
619	0.2332618887
620	0.2332203016
621	0.2331825589
622	0.2331643229
623	0.2331426034
624	0.233114912
625	0.2330987094
626	0.2330835949
627	0.233076231
628	0.2330213557
629	0.2329807124
630	0.2329558077
631	0.2329432471
632	0.2328816306
633	0.2328371867
634	0.2328129939
635	0.2327674668
636	0.232727516
637	0.2327055583
638	0.2326970326
639	0.2326740742
640	0.2326535659
641	0.2326252029
642	0.2326025957
643	0.2325672277
644	0.2325435525
645	0.2324808018
646	0.2324767077
647	0.2324546249
648	0.2324358112
649	0.2324292642
650	0.2323902995
651	0.232332352
652	0.2323184326
653	0.2322869209
654	0.2322620617
655	0.2321995473
656	0.2321681859
657	0.2321106733
658	0.2320923515
659	0.2320700139
660	0.2320390598
661	0.2320073673
662	0.2320009457
663	0.2319675899
664	0.2319387877
665	0.2319233204
666	0.2318923704
667	0.2318678888
668	0.2318348111
669	0.2317896565
670	0.2317265773
671	0.2317000789
672	0.2316536071
673	0.2315999432
674	0.2315782035
675	0.2315532278
676	0.2315148978
677	0.2314394878
678	0.2314276205
679	0.2313867673
680	0.231377865
681	0.231311796
682	0.2313013231
683	0.2312495437
684	0.2312028107
685	0.2311386769
686	0.2310959036
687	0.2310632235
688	0.2310345615
689	0.2309842102
690	0.2309347986
691	0.2308900041
692	0.2308634343
693	0.230847397
694	0.2308209648
695	0.2308096564
696	0.2307857019
697	0.2307551519
698	0.2307263788
699	0.2306959486
700	0.2306792225
701	0.2306137877
702	0.2305866383
703	0.2305625862
704	0.2305237949
705	0.2305000952
706	0.2304734223
707	0.2304178642
708	0.2303996442
709	0.2303406788
710	0.2303119005
711	0.2302853655
712	0.230271053
713	0.2302294644
714	0.23016209
715	0.2301282631
716	0.2301024447
717	0.2300289471
718	0.2300144026
719	0.2299933745
720	0.2299513007
721	0.2299136775
722	0.2298927083
723	0.2298829262
724	0.2298397282
725	0.2298131394
726	0.2297759785
727	0.2297440364
728	0.2297278986
729	0.2297193266
730	0.2296825118
731	0.2296725442
732	0.2296290316
733	0.2295916684
734	0.2295588904
735	0.2295246469
736	0.2295134232
737	0.2294749195
738	0.2294509235
739	0.2294186322
740	0.2293938104
741	0.2293660591
742	0.22932242
743	0.2293104864
744	0.2292562677
745	0.2292381034
746	0.2292083999
747	0.2291613902
748	0.229126999
749	0.2291120297
750	0.2290864842
751	0.2290403856
752	0.2290133465
753	0.2289555525
754	0.2289229398
755	0.2288879951
756	0.2288655805
757	0.2288488017
758	0.2288015172
759	0.2287795795
760	0.2287511569
761	0.2287289824
762	0.2286560508
763	0.2286018581
764	0.2285620284
765	0.2285602368
766	0.2285295471
767	0.2285170622
768	0.2284356837
769	0.2284094095
770	0.2283801127
771	0.2283324545
772	0.228283051
773	0.2282357314
774	0.2281947672
775	0.2281480287
776	0.2280967748
777	0.2280765466
778	0.2280564853
779	0.2280237763
780	0.227997006
781	0.227960441
782	0.2279518323
783	0.2279497986
784	0.2279156355
785	0.2279072118
786	0.2278907715
787	0.2278558659
788	0.2278327387
789	0.22776635
790	0.2277241535
791	0.2276998828
792	0.2276581234
793	0.2276511642
794	0.2276055668
795	0.2275885072
796	0.2275374894
797	0.2275245988
798	0.227483511
799	0.2274557343
800	0.2274208831
801	0.227397088
802	0.2273568432
803	0.2273221295
804	0.2272957858
805	0.2272579835
806	0.2272375387
807	0.2271961442
808	0.2271633479
809	0.2271211255
810	0.2270721592
811	0.2270703432
812	0.2270362736
813	0.2269935171
814	0.2269523823
815	0.2269173621
816	0.2268764735
817	0.2268449873
818	0.2268117027
819	0.2267967684
820	0.2267846423
821	0.2267417646
822	0.2267206449
823	0.2266925971
824	0.2266601968
825	0.226607291
826	0.226542991
827	0.2265043695
828	0.2264726692
829	0.2264454595
830	0.2264300516
831	0.226417688
832	0.2263473946
833	0.2262497095
834	0.2262382616
835	0.2262161507
836	0.2261997341
837	0.2261804596
838	0.2261183326
839	0.2260988149
840	0.2260509295
841	0.2259827783
842	0.2259764663
843	0.2259394073
844	0.2259016288
845	0.2258678668
846	0.2258274002
847	0.2257930745
848	0.225764549
849	0.225756278
850	0.2257275527
851	0.2256706058
852	0.2255810211
853	0.2255333833
854	0.2255140289
855	0.2254761558
856	0.2254325132
857	0.225405773
858	0.2253740248
859	0.2253402171
860	0.2253053913
861	0.2252773216
862	0.2252618597
863	0.2252516271
864	0.2252023441
865	0.2251852027
866	0.2251423768
867	0.225130229
868	0.2250939676
869	0.2250349046
870	0.2249847011
871	0.2249579619
872	0.2249451861
873	0.2248983269
874	0.2248829456
875	0.2248508971
876	0.2248492328
877	0.2248269354
878	0.2248014057
879	0.2247877637
880	0.2247689191
881	0.2247254511
882	0.224700881
883	0.2246650859
884	0.2246014913
885	0.2245811127
886	0.224569926
887	0.224530779
888	0.2245086516
889	0.2245005778
890	0.2244753033
891	0.2243790715
892	0.2243524667
893	0.2243334993
894	0.224311034
895	0.2242608524
896	0.2242370549
897	0.2242181694
898	0.2241935282
899	0.2241693544
900	0.2241444965
901	0.2241326194
902	0.2241172798
903	0.2240846102
904	0.2240457869
905	0.2240020985
906	0.2239835636
907	0.2239596678
908	0.2239332144
909	0.2239243315
910	0.223883888
911	0.2238455625
912	0.2238093105
913	0.2237868923
914	0.223763513
915	0.2237423833
916	0.2237187348
917	0.2236718466
918	0.223628582
919	0.2235665892
920	0.2235386486
921	0.2235143834
922	0.2234943495
923	0.2234377103
924	0.2234085731
925	0.2233649933
926	0.2233398776
927	0.2233019645
928	0.2232823452
929	0.223239889
930	0.2232227799
931	0.2232131532
932	0.2231867323
933	0.2231735895
934	0.2231547881
935	0.2231365461
936	0.2230749041
937	0.2230586491
938	0.2230356121
939	0.2230132256
940	0.2229589978
941	0.2228680608
942	0.2228534746
943	0.2228256986
944	0.2227906815
945	0.2227306549
946	0.2226784959
947	0.2226137344
948	0.2226007225
949	0.2225690207
950	0.222548298
951	0.2225310971
952	0.2224662492
953	0.2224059484
954	0.2224059476
955	0.2223808547
956	0.2223629779
957	0.2223331369
958	0.2222901338
959	0.2222790517
960	0.2222561796
961	0.2222494733
962	0.2222147892
963	0.2221666421
964	0.2221466633
965	0.2221151892
966	0.222065277
967	0.2220602616
968	0.2220210524
969	0.2219828502
970	0.2219395304
971	0.2219348702
972	0.2219247006
973	0.2218940425
974	0.2218619213
975	0.2218313654
976	0.2217906007
977	0.2217742349
978	0.2217507039
979	0.2217282213
980	0.2216986665
981	0.2216906712
982	0.2216689074
983	0.221638505
984	0.221616663
985	0.2215991695
986	0.2215771678
987	0.2215684344
988	0.2215642702
989	0.2215578113
990	0.2215074614
991	0.2214951876
992	0.2214760166
993	0.2214748479
994	0.2214619512
995	0.2214476216
996	0.2214269851
997	0.2213878502
998	0.2213540139
999	0.2213438541
